id,inTexts,outTexts,inCalls,outCalls
5AH5AX23X,"[2, 7, 4, 4, 5, 2, 0, 2, 2, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 5, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 0, 1, 3, 2, 5, 0, 0, 1, 2, 14, 6, 9, 16, 8, 14, 3, 3, 5, 0, 1, 0, 4, 0, 3, 2, 8, 2, 1, 3, 2, 3, 2, 4, 1, 6, 6, 1, 1, 3, 2, 1, 4, 6, 3, 4, 3, 4, 2, 1, 3, 1, 6, 2, 15, 2, 7, 1, 3, 15, 2, 0, 0, 1, 1, 7, 1, 0, 3, 2, 6, 0, 3, 7, 6, 11, 4, 7, 6, 1, 4, 5, 2, 11, 5, 3, 17, 6, 1, 4, 9, 1, 7, 3, 2, 1, 4, 5, 2, 9, 2]","[0, 193, 59, 60, 15, 0, 0, 0, 0, 2333, 0, 32, 348, 0, 0, 2028, 1858, 0, 6, 0, 25, 0, 0, 1294, 1113, 82, 0, 0, 0, 0, 1155, 17, 545, 0, 11, 25, 0, 22, 35, 0, 0, 0, 0, 0, 527, 0, 0, 34, 0, 1702, 60, 0, 0, 247, 16, 0, 0, 2142, 0, 485, 297, 0, 0, 0, 0, 565, 0, 0, 3, 0, 0, 7, 0, 0, 0, 22, 0, 0, 0, 0, 1144, 0, 16, 0, 270, 0, 0, 0, 22, 105, 0, 0, 53, 704, 354, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 677, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 119, 0, 0, 237, 109, 129, 224, 0, 0, 313, 45, 2516, 8, 0, 0, 31, 0, 7, 0, 0, 96, 0, 0, 154, 7, 0, 6, 1276, 0, 0, 0, 97, 17, 0, 186, 0, 0, 3, 0, 0, 1171, 210, 0, 0, 0, 37, 23, 1389, 660, 0, 43, 422, 0, 9, 350, 6, 0, 0, 84, 0, 0, 0, 0, 10, 0, 0, 0, 600, 258, 1106, 98, 2556, 0, 0, 0, 0, 351, 0, 0, 0, 306, 37, 69, 0, 0, 0, 153, 985, 0, 0, 1848, 161, 0, 0, 198, 3, 0, 86, 853]"
5BPFFMIFV,"[13, 15, 17, 5, 11, 8, 15, 16, 13, 27, 6, 20, 11, 24, 14, 20, 23, 10, 11, 16, 10, 26, 16, 24, 9, 13, 12, 30, 14, 10, 8, 12, 13, 11, 17, 11, 28, 21, 13, 31, 25, 10, 22, 7, 6, 5, 5, 10, 12, 8, 6, 24, 19, 9, 5, 16, 10, 7, 22, 9, 6, 3, 23, 24, 9, 21, 13, 31, 7, 19, 9, 13, 34, 10, 25, 14, 19, 11, 7, 4, 9, 9, 6, 4, 7, 12, 15, 14, 17, 16, 18, 9, 14, 19, 18, 3, 16, 8, 17, 5, 5, 7, 16, 12, 9, 14, 18, 10, 8, 8, 8, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 3276, 2495, 0, 850, 0, 3703, 0, 4545, 0, 0, 3113, 5038, 1917, 5282, 1309, 3134, 1236, 165, 3223, 1129, 5431, 1374, 0, 52, 6842, 132, 121, 2915, 292, 0, 1318, 3994, 5, 4606, 40, 4734, 25, 28, 1871, 5755, 3185, 3084, 2799, 159, 719, 7, 5532, 1811, 2223, 2886, 648, 521, 6152, 3417, 3497, 2971, 3479, 1649, 8548, 416, 5146, 4596, 179, 19, 1703, 0, 1788, 1934, 68, 4946, 0, 2738, 20, 4811, 1331, 1716, 61, 0, 0, 38, 4076, 0, 2134, 1216, 5, 2058, 602, 7074, 4, 0, 738, 0, 1869, 0, 169, 1353, 2345, 12, 3463, 3073, 0, 1503, 0, 2768, 67, 101, 29, 0, 1691, 8209, 5141]","[0, 1025, 1298, 42, 1664, 0, 2764, 0, 778, 0, 0, 2469, 172, 2582, 0, 0, 411, 0, 4081, 0, 0, 803, 788, 64, 0, 1548, 3, 2054, 35, 259, 0, 378, 9, 2801, 6, 0, 2194, 2942, 0, 2335, 2444, 602, 374, 0, 0, 0, 0, 1901, 0, 0, 997, 297, 0, 2794, 1916, 0, 198, 0, 1122, 5, 45, 0, 436, 472, 0, 735, 2425, 3, 576, 839, 342, 316, 0, 0, 2289, 2581, 0, 2575, 89, 4913, 0, 0, 0, 3, 650, 1207, 0, 84, 0, 51, 0, 93, 4128, 0, 0, 0, 4799, 143, 831, 0, 3057, 0, 0, 840, 2021, 38, 0, 0, 24, 706, 4175, 2945]"
5C0978TO8,"[10, 23, 8, 34, 19, 46, 34, 34, 28, 19, 19, 32, 14, 18, 22, 20, 6, 34, 41, 22, 48, 16, 21, 22, 20, 11, 15, 24, 13, 42, 19, 22, 16, 40, 51, 71, 28, 45, 26, 55, 26, 43, 35, 12, 9, 14, 9, 28, 22, 16, 14, 10, 17, 19, 19, 19, 12, 16, 29, 36, 18, 30, 13, 5, 30, 13, 21, 28, 5, 33, 13, 40, 4, 4, 28, 29, 38, 31, 19, 14, 64, 155, 40, 31, 42, 57, 73, 43, 25, 38, 32, 32, 28, 21, 55, 11, 21, 12, 12, 15, 44, 8, 28, 24, 32, 17, 59, 28, 17, 13, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 59, 0, 0, 0, 37, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 76, 7, 0, 0, 0, 16, 0, 0, 0, 10, 0, 0, 73, 35, 0, 0, 0, 0, 0, 0, 4, 87, 10, 0, 4625, 13, 0, 0, 0, 0, 0, 113, 214, 0, 0, 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 448, 0, 30, 0, 75, 60, 0, 135, 933, 6439, 10, 0, 0, 5, 10, 0, 45, 0, 0, 0, 0, 0, 95, 10, 0, 0, 0, 0, 77, 0, 154, 0, 88, 27, 68, 0, 17, 119, 16, 0, 99, 0, 0, 11, 0, 0, 1943, 8, 0, 19]","[0, 106, 18, 0, 0, 0, 0, 164, 11, 21, 0, 353, 0, 0, 17, 24, 190, 0, 48, 228, 0, 37, 0, 23, 0, 0, 0, 0, 0, 0, 0, 94, 322, 0, 0, 89, 437, 0, 21, 0, 0, 1, 12, 80, 2, 0, 0, 0, 55, 1007, 0, 359, 86, 149, 0, 0, 349, 0, 0, 0, 0, 386, 0, 0, 966, 0, 0, 158, 0, 152, 564, 0, 62, 0, 0, 40, 33, 68, 345, 0, 0, 0, 51, 0, 16, 60, 58, 0, 92, 0, 0, 0, 6, 34, 152, 42, 932, 334, 283, 35, 0, 0, 0, 56, 0, 0, 30, 0, 0, 315, 81, 417]"
5LZN9KC6Z,"[1, 1, 0, 2, 1, 0, 1, 0, 4, 3, 12, 4, 5, 1, 1, 0, 1, 2, 3, 6, 5, 0, 11, 7, 4, 1, 1, 7, 6, 43, 0, 8, 1, 4, 4, 0, 0, 1, 24, 1, 1, 2, 3, 8, 0, 1, 0, 0, 1, 3, 4, 9, 0, 0, 11, 3, 11, 16, 10, 25, 15, 1, 11, 2, 9, 0, 4, 12, 30, 0, 18, 23, 3, 6, 8, 3, 33, 0, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5QBSI11JO,"[1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 1, 0, 9, 0, 25, 12, 8, 2, 11, 5, 1, 0, 10, 0, 0, 3, 1, 3, 0, 1, 3, 0, 0, 4, 2, 8, 0, 3, 0, 0, 2, 0, 2, 2, 2, 1, 0, 3, 2, 3, 1, 4, 1, 3, 5, 2, 0, 1, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 70, 0, 0, 12, 49, 0, 0, 0, 25, 1241, 37, 9, 0, 0, 6, 0, 40, 3734, 0, 0, 0, 176, 24, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 867, 72, 18, 0, 0, 0, 62, 0, 23, 0, 0, 10, 447, 0, 1548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1567, 571, 103, 0, 586, 74, 34, 249, 0, 0, 644, 170, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2140, 0, 0, 0, 0, 0, 0, 0, 147, 12, 0, 0, 1631, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[114, 89, 0, 677, 42, 0, 1, 31, 0, 28, 43, 4, 0, 0, 0, 0, 5, 879, 0, 0, 67, 0, 45, 0, 0, 0, 4, 5, 0, 0, 980, 0, 0, 0, 210, 0, 0, 0, 0, 0, 127, 0, 0, 0, 235, 0, 0, 1253, 0, 0, 139, 656, 350, 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 94, 719, 21, 0, 283, 196, 0, 320, 89, 0, 112, 89, 40, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 29, 150, 0, 173, 0, 0, 0, 264, 43, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0]"
5VKBPOJA5,"[0, 2, 0, 3, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 13, 0, 0, 2, 0, 0, 0, 0, 93, 1, 4, 1, 0, 6, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 0, 0, 1, 0, 0, 0, 0, 41, 1, 1, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 30, 0, 136, 0, 0, 18, 0, 66, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 15, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 72, 0, 0, 0, 0, 42, 0, 0, 0, 22, 0, 0, 0, 0, 0, 50, 0, 0, 12, 29, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 263, 11, 75, 0, 0, 0, 0, 0, 0, 0, 12, 592, 0, 0, 16, 8, 0, 26, 0, 0, 0, 0, 0, 75, 0, 0, 0, 22, 165, 69, 37, 0, 24, 0, 0]","[0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 105, 0, 0, 125, 0, 0, 20, 43, 0, 0, 0, 0, 0, 0, 0, 493, 11, 0, 0, 0, 2, 0, 0, 10, 0, 29, 0, 85, 0, 9, 0, 51, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 549, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 3, 0, 0, 0, 0, 11, 24, 0, 0, 0, 0, 0, 85, 39, 0, 0, 17, 0, 0, 57, 46, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0]"
5WSIRF9C7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[885, 1337, 376, 57, 32, 675, 105, 0, 640, 0, 557, 419, 1816, 215, 67, 34, 6001, 0, 0, 6742, 546, 1265, 747, 490, 1855, 601, 210, 1598, 1772, 429, 0, 247, 2888, 6068, 2634, 2364, 443, 1001, 317, 542, 885, 123, 1139, 800, 2087, 0, 1153, 144, 828, 1184, 897, 224, 1329, 2366, 1808, 174, 0, 603, 756, 361, 1256, 704, 207, 792, 0, 0, 0, 267, 0, 2147, 2184, 237, 78, 910, 2140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 345, 88, 881, 114, 1285, 461, 9, 61, 97, 1410, 519, 1706, 464, 64, 0, 0]","[0, 11, 0, 0, 138, 0, 0, 149, 0, 0, 27, 1205, 420, 0, 0, 210, 13, 0, 0, 0, 1755, 71, 27, 716, 662, 0, 0, 3, 0, 28, 0, 27, 0, 9, 216, 253, 1113, 0, 5044, 381, 0, 3151, 1, 0, 0, 178, 303, 3, 0, 6, 0, 368, 2, 5187, 0, 889, 0, 241, 596, 0, 0, 126, 370, 636, 0, 4526, 0, 111, 2089, 2612, 43, 6, 0, 0, 5, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 70, 0, 0, 0, 105, 0, 152, 228, 59, 0, 0, 225, 541, 564, 0, 11, 0, 1484, 0, 0]"
5XEUPOVMZ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 5, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 18, 0, 1, 0, 0, 1, 1, 1, 7, 1, 1, 6, 0, 1, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 3, 13, 2, 3, 2, 1, 1, 1, 0, 0, 1, 4, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 308, 0, 0, 0, 707, 64, 13, 0, 0, 54, 0, 0, 677, 54, 4, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1060, 0, 54, 0, 65, 44, 3, 0, 0, 0, 36, 3, 11, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 0, 47]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 62, 3, 0, 15, 336, 0, 0, 0, 0, 0, 0, 2075, 0, 87, 669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 2534, 42, 0, 0, 0, 0, 81, 58, 0, 0, 647, 0, 0, 0, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0]"
5YFHD14DK,"[3, 8, 9, 11, 9, 11, 15, 11, 19, 18, 8, 18, 11, 7, 4, 13, 1, 13, 5, 6, 2, 15, 2, 2, 17, 10, 8, 11, 8, 9, 6, 11, 7, 6, 7, 9, 8, 6, 14, 9, 13, 0, 5, 6, 5, 2, 4, 8, 0, 1, 3, 2, 6, 2, 14, 6, 1, 7, 7, 2, 16, 6, 3, 3, 1, 1, 4, 5, 2, 2, 0, 7, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 24, 59, 28, 358, 888, 111, 112, 0, 3, 23, 83, 39, 10, 0, 0, 15, 450, 29, 41, 61, 0, 165, 12, 83, 15, 1344, 1560, 60, 10, 54, 96, 12, 12, 52, 328, 4331, 311, 2204, 44, 38, 15, 72, 482, 71, 229, 115, 72, 49, 35, 82, 241, 194, 164, 454, 1756, 0, 11, 272, 310, 192, 180, 38, 0, 0, 75, 1549, 64, 28, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 318, 253, 1, 132, 441, 523, 580, 1237, 1116, 0, 868, 0, 437, 1064, 0, 0, 0, 3615, 0, 477, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 750, 0, 2105, 0, 0, 988, 0, 0, 0, 0, 0, 449, 299, 0, 502, 22, 120, 4, 0, 53, 0, 334, 20, 228, 0, 185, 637, 480, 314, 28, 80, 244, 665, 85, 0, 0, 261, 393, 0, 0, 165, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
60RW5873T,"[1, 0, 1, 3, 0, 0, 2, 3, 0, 3, 1, 4, 1, 2, 20, 0, 1, 0, 4, 2, 3, 13, 2, 1, 0, 1, 2, 1, 0, 2, 12, 1, 0, 2, 0, 2, 2, 2, 1, 2, 1, 0, 7, 7, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 4, 0, 12, 0, 4, 1, 0, 0, 1, 5, 0, 9, 2, 2, 2, 2, 0, 6, 12, 9, 3, 2, 9, 0, 0, 1, 7, 6, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 10, 0, 0, 2, 5, 2, 2, 3, 2]","[13, 4, 3, 2, 0, 0, 3, 6, 0, 5, 8, 5, 1, 5, 43, 0, 10, 0, 8, 11, 14, 25, 10, 1, 0, 2, 10, 5, 0, 0, 9, 2, 0, 3, 1, 1, 0, 5, 1, 3, 0, 0, 14, 18, 1, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0, 0, 6, 0, 3, 9, 0, 3, 5, 6, 6, 9, 1, 11, 4, 8, 1, 0, 10, 4, 7, 1, 12, 13, 9, 7, 7, 5, 8, 35, 17, 7, 11, 7, 0, 0, 3, 11, 12, 6, 0, 3, 0, 0, 0, 1, 19, 0, 1, 19, 15, 5, 13, 10, 9, 12, 22, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
