id,inTexts,outTexts,inCalls,outCalls
U164N2SEN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
U2J2GQ3OZ,"[0, 5, 0, 3, 0, 1, 2, 9, 9, 6, 12, 5, 7, 9, 5, 8, 5, 6, 6, 7, 8, 5, 5, 1, 1, 2, 0, 1, 2, 1, 11, 4, 0, 0, 1, 3, 7, 3, 0, 0, 1, 1, 1, 1, 2, 3, 1, 0, 3, 2, 4, 3, 6, 2, 2, 1, 1, 0, 4, 2, 0, 0, 0, 2, 5, 1, 2, 1, 1, 0, 3, 3, 1, 0, 0, 0, 3, 1, 1, 1, 3, 0, 3, 2, 0, 0, 1, 0, 1, 2, 3, 1, 5, 5, 3, 0, 1, 4, 3, 3, 3, 4, 3, 3, 9, 6, 3, 5, 4, 7, 8, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1447, 2869, 4625, 1272, 0, 370, 667, 30, 4, 304, 87, 0, 49, 27, 0, 161, 559, 1230, 21, 259, 66, 508, 260, 56, 309, 267, 298, 65, 4445, 1909, 5217, 2524, 57, 550, 2985, 8659, 3048, 1686, 15, 0, 570, 51, 62, 0, 4, 43, 0, 0, 11, 21, 867, 14, 112, 121, 0, 18, 16, 783, 116, 8, 25, 0, 20, 35, 0, 342, 24, 0, 0, 17, 11, 777, 30, 533, 123, 22, 13, 5388, 1350, 600, 1134, 1605, 1669, 1361, 175, 300, 15, 21, 0, 51, 181, 105, 39, 330, 4, 0, 0, 466, 0, 185, 185, 0, 0, 0, 160, 59, 340, 847, 10, 0, 29, 250]","[18, 125, 4, 391, 0, 0, 0, 232, 31, 97, 0, 0, 0, 0, 0, 15, 30, 680, 0, 138, 7, 0, 178, 6, 0, 27, 41, 0, 1, 0, 4916, 207, 0, 312, 62, 0, 353, 0, 0, 66, 0, 0, 0, 23, 0, 0, 0, 0, 168, 0, 21, 0, 0, 0, 0, 32, 25, 7, 260, 0, 0, 182, 0, 479, 0, 0, 192, 0, 0, 0, 9, 5, 20, 38, 85, 43, 0, 0, 18, 5, 150, 0, 430, 497, 25, 61, 68, 0, 0, 129, 85, 0, 0, 125, 0, 271, 0, 2455, 0, 11, 8, 0, 1, 515, 54, 0, 139, 92, 0, 0, 0, 60]"
U4FU1DQFT,"[1, 1, 4, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1, 0, 2, 4, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 3, 1, 0, 3, 0, 1, 1, 1, 1, 0, 3, 2, 1, 2, 3, 1, 5, 0, 0, 0, 2, 2, 1, 1, 18, 0, 2, 3, 2, 2, 2, 1, 0, 0, 1, 5, 5, 0, 3, 6, 2, 0, 5, 3, 12, 0, 2, 1, 5, 1, 2, 2, 1, 1, 1, 3, 2, 0, 2, 1, 1, 16, 3, 6, 81, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 1, 4, 1, 1, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 19, 12, 78, 0, 12, 0, 12, 0, 210, 0, 0, 0, 0, 0, 0, 21, 35, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 358, 0, 0, 26, 0, 0, 18, 0, 4, 26, 0, 233, 232, 0, 8, 0, 10, 0, 0, 11, 21, 0, 0, 235, 0, 0, 668, 10, 35, 211, 0, 11, 0, 0, 41, 0, 7, 621, 99, 234, 218, 0, 0, 338, 311, 0, 0, 467, 294, 17, 420, 208, 0, 199, 11, 0, 0, 50, 0, 0, 61, 0, 38, 204, 0, 0, 34, 0, 29, 0, 0, 0, 0, 0, 10, 6, 27, 0, 0, 20, 190, 0, 36, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 4, 0, 35, 0, 0, 0, 366, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UL2HLP3S2,"[2, 1, 3, 4, 5, 3, 4, 7, 7, 2, 2, 2, 4, 5, 17, 4, 6, 3, 5, 2, 8, 5, 2, 0, 8, 4, 14, 2, 8, 3, 6, 12, 9, 4, 6, 5, 4, 1, 2, 7, 0, 4, 2, 7, 5, 9, 13, 7, 4, 6, 1, 9, 5, 7, 5, 19, 8, 3, 5, 0, 2, 10, 2, 4, 9, 9, 8, 15, 19, 1, 9, 4, 6, 4, 4, 3, 1, 1, 4, 3, 2, 2, 1, 11, 2, 5, 1, 39, 3, 2, 2, 1, 12, 3, 8, 8, 10, 7, 8, 9, 1, 2, 6, 9, 1, 11, 3, 0, 0, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 15, 481, 0, 0, 2436, 0, 0, 1084, 901, 1933, 1966, 60, 0, 110, 901, 32, 0, 53, 0, 0, 0, 137, 0, 0, 484, 3015, 0, 0, 824, 8, 0, 74, 0, 16, 0, 302, 1115, 0, 2227, 0, 0, 874, 35, 727, 0, 137, 0, 0, 0, 0, 240, 85, 279, 0, 0, 0, 120, 492, 908, 25, 0, 0, 1965, 0, 0, 10, 0, 0, 0, 43, 55, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 42, 2306, 0, 65, 16, 201, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 44, 2313, 0, 0]","[455, 0, 117, 363, 247, 46, 0, 0, 0, 0, 0, 531, 0, 199, 0, 0, 117, 0, 388, 0, 410, 363, 23, 2556, 0, 48, 2711, 0, 0, 0, 291, 288, 0, 0, 263, 0, 18, 0, 85, 0, 90, 0, 0, 0, 323, 661, 35, 108, 90, 0, 134, 217, 50, 4, 0, 290, 0, 0, 23, 627, 739, 287, 0, 0, 0, 1080, 383, 1406, 284, 0, 40, 0, 870, 2244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 3, 0, 0, 303, 0, 0, 0, 358, 530, 330, 314, 1195, 0, 0, 0, 2572, 0, 120, 0, 0, 35, 0, 445, 0, 0, 0, 265]"
UM8C3DPOI,"[4, 9, 0, 2, 5, 13, 9, 10, 2, 0, 4, 7, 4, 27, 1, 17, 0, 0, 7, 7, 6, 8, 3, 1, 11, 4, 11, 10, 5, 7, 4, 1, 17, 8, 7, 6, 7, 1, 9, 15, 3, 5, 6, 5, 1, 10, 8, 4, 7, 6, 5, 1, 0, 4, 4, 10, 8, 2, 0, 2, 9, 4, 3, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 9, 0, 0, 3, 0, 0, 3, 1, 1, 4, 2, 2, 2, 6, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1627, 207, 0, 0, 42, 0, 21, 0, 0, 0, 0, 12, 388, 0, 84, 0, 0, 271, 548, 197, 521, 0, 0, 973, 38, 1554, 1439, 60, 17, 0, 577, 2321, 1941, 0, 545, 532, 455, 1399, 0, 14, 288, 0, 33, 0, 639, 0, 2536, 0, 0, 0, 0, 1084, 17, 836, 2000, 97, 0, 219, 64, 118, 0, 0, 5, 0, 106, 0, 0, 0, 0, 142, 22, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 922, 44, 19, 2069, 286, 7, 0, 0, 199, 0, 0, 0, 0, 0, 101, 0, 1890, 116, 56, 2159, 76, 26, 232, 1419, 306, 1888, 5717, 16, 0, 73, 0, 806, 1132, 10659, 2021, 51, 4960, 25, 1027, 157, 369, 95, 53, 0, 3955, 942, 623, 0, 4872, 1, 1022, 184, 206, 7781, 1258, 33, 0, 136, 27, 0, 25, 0, 0, 1976, 142, 0, 6, 114, 3, 914, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UZ4BBFC02,"[13, 0, 4, 5, 4, 0, 2, 9, 8, 19, 4, 1, 0, 0, 22, 6, 13, 1, 2, 5, 1, 10, 9, 10, 11, 7, 8, 2, 9, 6, 6, 20, 11, 2, 2, 2, 5, 2, 2, 0, 0, 3, 10, 1, 6, 3, 6, 0, 1, 1, 1, 1, 0, 4, 21, 8, 3, 2, 2, 7, 1, 3, 3, 10, 1, 2, 24, 0, 15, 7, 3, 0, 0, 15, 2, 8, 1, 0, 1, 0, 2, 26, 1, 2, 1, 0, 0, 0, 21, 30, 0, 0, 6, 1, 13, 1, 0, 1, 3, 3, 3, 2, 0, 1, 1, 3, 4, 1, 2, 1, 2, 1]","[11, 0, 5, 5, 2, 0, 1, 1, 4, 8, 2, 0, 0, 0, 15, 7, 8, 1, 1, 0, 0, 0, 9, 10, 4, 2, 5, 0, 5, 5, 5, 14, 11, 2, 1, 0, 2, 3, 1, 0, 0, 3, 6, 4, 3, 3, 5, 0, 3, 0, 0, 0, 0, 3, 17, 10, 0, 0, 3, 3, 0, 2, 5, 8, 0, 0, 11, 0, 13, 11, 2, 0, 0, 14, 0, 6, 0, 0, 0, 0, 1, 24, 0, 1, 1, 0, 0, 0, 19, 30, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 10, 25, 0, 0, 9, 0, 24, 74, 15, 23, 7, 0, 0, 7, 13, 63, 0, 0, 0, 0, 0, 24, 3679, 18, 71, 0, 0, 0, 0, 0, 0, 9, 0, 14, 1, 0, 17, 0, 6, 21, 31, 9, 24, 0, 0, 0, 0, 35, 19, 16, 83, 11, 65, 0, 0, 41, 5, 0, 0, 8, 0, 0, 0, 0, 30, 0, 0, 0, 0, 86, 0, 0, 0, 73, 0, 409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 93, 25, 0, 0, 0, 0, 7, 10, 22, 14, 108, 3, 11, 72, 0, 0, 0, 0, 0, 25, 0, 33]","[5, 0, 2, 0, 0, 62, 0, 0, 0, 0, 4, 33, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 74, 0, 128, 0, 301, 0, 46, 0, 10, 0, 7, 0, 0, 0, 0, 0, 0, 58, 0, 374, 0, 0, 10, 0, 0, 0, 195, 0, 202, 0, 11, 329, 0, 0, 103, 8, 21, 0, 0, 57, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 55, 0, 30, 0, 0, 0, 13, 0, 0, 20, 0, 29, 0, 9, 41, 0, 0, 0, 53, 0, 37, 16, 0]"
V3ARHO9FI,"[8, 48, 25, 18, 29, 13, 32, 15, 30, 15, 7, 24, 42, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[41, 152, 16, 112, 41, 536, 17, 90, 119, 54, 70, 32, 0, 65, 32, 459, 119, 165, 554, 0, 45, 14, 40, 50, 0, 22, 84, 92, 36, 347, 114, 89, 50, 102, 46, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 61, 28, 44, 15, 28, 22, 94, 0, 37, 70, 65, 312, 70, 0, 73, 72, 11, 0, 0, 165, 0, 0, 439, 25, 11, 0, 673, 0, 383, 1234, 3629, 31, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
V8BP0D8P3,"[18, 34, 12, 16, 3, 7, 9, 38, 22, 22, 7, 6, 13, 25, 15, 29, 29, 25, 11, 3, 7, 17, 26, 19, 18, 5, 5, 33, 11, 22, 30, 20, 16, 15, 26, 45, 18, 25, 5, 11, 10, 13, 2, 24, 25, 13, 7, 10, 17, 15, 25, 7, 9, 8, 8, 19, 7, 9, 8, 15, 7, 6, 26, 12, 17, 30, 18, 1, 1, 17, 34, 27, 11, 11, 17, 7, 30, 35, 17, 16, 2, 9, 5, 11, 21, 12, 13, 13, 3, 10, 47, 3, 17, 5, 10, 2, 4, 6, 19, 21, 9, 11, 4, 3, 4, 34, 13, 22, 18, 12, 2, 37]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 148, 142, 442, 0, 74, 346, 22, 174, 102, 876, 475, 146, 32, 597, 17, 194, 50, 51, 321, 576, 218, 0, 0, 0, 65, 34, 0, 365, 54, 28, 0, 40, 0, 749, 216, 16, 367, 0, 404, 12, 660, 1188, 0, 9, 53, 172, 53, 459, 68, 332, 0, 554, 461, 220, 150, 5, 25, 182, 0, 181, 0, 50, 0, 34, 118, 607, 0, 0, 23, 81, 0, 0, 0, 13, 0, 0, 62, 50, 0, 207, 87, 60, 134, 71, 0, 60, 173, 2110, 292, 326, 0, 0, 118, 0, 0, 148, 332, 94, 207, 482, 456, 73, 347, 81, 597, 1236, 428, 0, 166, 378, 87]","[0, 0, 55, 596, 45, 0, 438, 352, 161, 0, 195, 991, 105, 40, 866, 16, 495, 69, 155, 0, 20, 0, 320, 0, 210, 54, 104, 1363, 437, 264, 161, 0, 0, 55, 56, 0, 74, 693, 0, 130, 89, 4109, 0, 0, 334, 64, 114, 180, 950, 0, 142, 518, 40, 131, 26, 35, 217, 0, 0, 37, 278, 0, 0, 0, 123, 1215, 256, 0, 0, 150, 0, 0, 0, 0, 173, 119, 374, 0, 150, 0, 74, 823, 0, 74, 2302, 26, 0, 1536, 239, 0, 181, 691, 0, 266, 0, 23, 0, 96, 9, 334, 61, 155, 20, 0, 0, 862, 0, 118, 57, 327, 489, 0]"
VD2RKGCW3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VD78U8FMV,"[14, 20, 15, 2, 8, 14, 16, 6, 10, 15, 20, 2, 1, 3, 1, 0, 2, 1, 1, 2, 1, 1, 2, 15, 26, 17, 19, 17, 7, 17, 23, 9, 16, 12, 7, 19, 17, 19, 15, 13, 14, 6, 13, 14, 11, 17, 10, 19, 9, 12, 24, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 9, 18, 31, 0, 55, 51, 0, 0, 0, 237, 318, 22, 0, 0, 371, 66, 50, 33, 0, 0, 0, 16, 0, 0, 9, 261, 609, 0, 0, 2342, 368, 18, 166, 0, 0, 0, 64, 31, 80, 62, 36, 0, 19, 308, 37, 43, 160, 0, 0, 0, 0, 18, 0, 12, 14, 0, 0, 0, 201, 0, 1486, 0, 1965, 0, 0, 717, 0, 0, 0, 0, 0, 0, 0, 259, 0, 0, 0, 0, 0, 2136, 245, 366, 45, 0, 0, 0, 0, 0, 318, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 92, 1666, 0, 0, 814, 67, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 50, 0, 722, 1494, 133, 0, 18, 0, 0, 0, 32, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 728, 0, 0, 14, 0, 0, 0, 34, 274, 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1128, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 47, 0, 42, 0, 98, 0, 29, 502, 21, 2875, 0, 54, 0, 0, 0, 0, 31, 400, 0, 0]"
