timestamp,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,timeseries
2021-03-21,1MZ0A5PA6,1,19,9,2,3,17,15,16,3,27,21,19,15,27,5,8,18,20,24,28,28,9,4,8,8,28,24,20,18,23,9,10,16,32,16,7,5,23,17,14,11,29,14,14,31,23,9,12,9,17,0,21,2,12,22,14,3,14,14,17,25,14,22,14,3,22,8,31,26,32,16,5,31,23,11,9,23,8,19,2,4,23,28,24,17,12,22,37,35,14,38,17,19,48,46,9,25,15,32,16,15,14,15,18,26,12,33,11,24,20,13,6,"[1, 19, 9, 2, 3, 17, 15, 16, 3, 27, 21, 19, 15, 27, 5, 8, 18, 20, 24, 28, 28, 9, 4, 8, 8, 28, 24, 20, 18, 23, 9, 10, 16, 32, 16, 7, 5, 23, 17, 14, 11, 29, 14, 14, 31, 23, 9, 12, 9, 17, 0, 21, 2, 12, 22, 14, 3, 14, 14, 17, 25, 14, 22, 14, 3, 22, 8, 31, 26, 32, 16, 5, 31, 23, 11, 9, 23, 8, 19, 2, 4, 23, 28, 24, 17, 12, 22, 37, 35, 14, 38, 17, 19, 48, 46, 9, 25, 15, 32, 16, 15, 14, 15, 18, 26, 12, 33, 11, 24, 20, 13, 6]"
2021-03-20,E7EEQIEOV,5,12,14,15,25,21,5,25,17,14,10,14,9,7,14,5,6,2,14,12,3,7,25,7,10,7,11,24,9,13,10,5,3,4,11,11,2,13,4,8,1,5,3,10,13,5,5,6,7,11,14,11,6,0,1,2,0,4,0,12,4,2,1,0,12,4,9,9,6,5,2,3,0,3,0,0,6,6,10,0,12,8,4,0,2,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[5, 12, 14, 15, 25, 21, 5, 25, 17, 14, 10, 14, 9, 7, 14, 5, 6, 2, 14, 12, 3, 7, 25, 7, 10, 7, 11, 24, 9, 13, 10, 5, 3, 4, 11, 11, 2, 13, 4, 8, 1, 5, 3, 10, 13, 5, 5, 6, 7, 11, 14, 11, 6, 0, 1, 2, 0, 4, 0, 12, 4, 2, 1, 0, 12, 4, 9, 9, 6, 5, 2, 3, 0, 3, 0, 0, 6, 6, 10, 0, 12, 8, 4, 0, 2, 7, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-21,IHNGBZ4G4,9,21,21,12,24,38,31,10,27,7,9,14,5,9,8,35,14,13,5,6,8,17,18,17,19,42,27,3,5,17,12,13,5,5,9,2,11,6,8,15,11,4,8,12,6,18,21,15,16,11,34,29,22,34,66,9,8,31,29,17,13,17,14,9,12,18,22,11,25,17,7,23,10,23,8,5,8,14,9,23,24,17,15,5,27,11,27,32,22,10,12,12,12,13,16,22,5,12,33,7,2,4,16,34,13,26,18,8,9,16,25,16,"[9, 21, 21, 12, 24, 38, 31, 10, 27, 7, 9, 14, 5, 9, 8, 35, 14, 13, 5, 6, 8, 17, 18, 17, 19, 42, 27, 3, 5, 17, 12, 13, 5, 5, 9, 2, 11, 6, 8, 15, 11, 4, 8, 12, 6, 18, 21, 15, 16, 11, 34, 29, 22, 34, 66, 9, 8, 31, 29, 17, 13, 17, 14, 9, 12, 18, 22, 11, 25, 17, 7, 23, 10, 23, 8, 5, 8, 14, 9, 23, 24, 17, 15, 5, 27, 11, 27, 32, 22, 10, 12, 12, 12, 13, 16, 22, 5, 12, 33, 7, 2, 4, 16, 34, 13, 26, 18, 8, 9, 16, 25, 16]"
2021-03-20,R8CI0EGMO,2,28,35,17,10,18,16,18,35,42,27,21,59,18,19,24,14,29,22,23,32,6,38,35,38,48,25,36,68,71,30,20,32,23,14,11,28,33,23,33,27,28,18,32,34,28,28,33,16,24,59,93,32,46,11,11,39,33,39,45,39,33,43,55,28,33,25,38,22,34,14,30,42,39,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 28, 35, 17, 10, 18, 16, 18, 35, 42, 27, 21, 59, 18, 19, 24, 14, 29, 22, 23, 32, 6, 38, 35, 38, 48, 25, 36, 68, 71, 30, 20, 32, 23, 14, 11, 28, 33, 23, 33, 27, 28, 18, 32, 34, 28, 28, 33, 16, 24, 59, 93, 32, 46, 11, 11, 39, 33, 39, 45, 39, 33, 43, 55, 28, 33, 25, 38, 22, 34, 14, 30, 42, 39, 49, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,FWJ1GB40T,0,2,1,1,1,0,0,0,0,8,4,8,1,1,3,1,4,3,0,1,0,0,3,2,0,2,0,4,1,0,3,0,3,2,0,0,0,0,1,9,1,1,2,1,3,5,0,1,2,0,0,2,1,0,4,2,0,2,2,1,3,1,1,5,3,7,1,2,1,1,0,8,0,1,1,2,6,45,2,5,0,8,0,2,0,4,1,2,1,1,0,0,3,0,0,3,0,0,0,3,0,1,2,9,0,0,1,4,0,4,2,0,"[0, 2, 1, 1, 1, 0, 0, 0, 0, 8, 4, 8, 1, 1, 3, 1, 4, 3, 0, 1, 0, 0, 3, 2, 0, 2, 0, 4, 1, 0, 3, 0, 3, 2, 0, 0, 0, 0, 1, 9, 1, 1, 2, 1, 3, 5, 0, 1, 2, 0, 0, 2, 1, 0, 4, 2, 0, 2, 2, 1, 3, 1, 1, 5, 3, 7, 1, 2, 1, 1, 0, 8, 0, 1, 1, 2, 6, 45, 2, 5, 0, 8, 0, 2, 0, 4, 1, 2, 1, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 1, 2, 9, 0, 0, 1, 4, 0, 4, 2, 0]"
2021-03-20,9RFJU57JW,0,18,12,19,13,19,30,70,33,6,14,13,13,10,11,23,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 18, 12, 19, 13, 19, 30, 70, 33, 6, 14, 13, 13, 10, 11, 23, 33, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,N0LLHMD2F,4,9,22,38,31,1,4,12,21,6,1,40,32,4,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,1,15,36,5,2,33,1,9,8,25,16,3,2,15,17,29,24,11,15,6,2,3,0,0,0,0,0,0,140,3,113,5,1,4,3,1,2,5,2,2,3,6,"[4, 9, 22, 38, 31, 1, 4, 12, 21, 6, 1, 40, 32, 4, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 4, 1, 15, 36, 5, 2, 33, 1, 9, 8, 25, 16, 3, 2, 15, 17, 29, 24, 11, 15, 6, 2, 3, 0, 0, 0, 0, 0, 0, 140, 3, 113, 5, 1, 4, 3, 1, 2, 5, 2, 2, 3, 6]"
2021-03-20,VP6XEW1BC,1,4,1,0,0,1,0,6,2,1,1,4,2,2,1,0,1,2,4,3,3,1,0,2,0,2,3,1,0,0,4,2,2,0,0,3,0,1,4,4,2,0,0,5,0,1,3,2,2,1,6,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,0,"[1, 4, 1, 0, 0, 1, 0, 6, 2, 1, 1, 4, 2, 2, 1, 0, 1, 2, 4, 3, 3, 1, 0, 2, 0, 2, 3, 1, 0, 0, 4, 2, 2, 0, 0, 3, 0, 1, 4, 4, 2, 0, 0, 5, 0, 1, 3, 2, 2, 1, 6, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 3, 0]"
2021-03-20,4MZ7HDQ5Y,4,8,24,30,14,12,13,4,18,29,29,5,18,23,8,10,21,26,17,19,10,18,13,26,24,41,9,21,18,15,13,16,9,25,11,70,15,58,45,14,11,22,29,25,48,25,8,14,10,7,6,13,6,15,4,9,10,2,19,9,5,9,24,3,10,3,10,10,7,14,2,8,9,25,30,24,8,4,5,3,30,35,9,5,2,1,22,12,4,11,11,10,2,17,14,5,12,12,8,21,25,8,7,27,22,39,1,0,0,0,0,0,"[4, 8, 24, 30, 14, 12, 13, 4, 18, 29, 29, 5, 18, 23, 8, 10, 21, 26, 17, 19, 10, 18, 13, 26, 24, 41, 9, 21, 18, 15, 13, 16, 9, 25, 11, 70, 15, 58, 45, 14, 11, 22, 29, 25, 48, 25, 8, 14, 10, 7, 6, 13, 6, 15, 4, 9, 10, 2, 19, 9, 5, 9, 24, 3, 10, 3, 10, 10, 7, 14, 2, 8, 9, 25, 30, 24, 8, 4, 5, 3, 30, 35, 9, 5, 2, 1, 22, 12, 4, 11, 11, 10, 2, 17, 14, 5, 12, 12, 8, 21, 25, 8, 7, 27, 22, 39, 1, 0, 0, 0, 0, 0]"
2021-03-20,CN0MZ8SVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
