timestamp,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,timeseries
2021-03-21,1MZ0A5PA6,0,0,0,240,91,140,45,9,0,120,0,0,0,0,0,60,24,0,0,30,0,0,34,130,153,0,344,223,76,0,0,93,168,0,104,0,0,0,5,6,0,0,0,121,0,285,0,310,140,18,0,0,0,307,0,0,470,128,1182,0,1405,124,0,35,0,50,246,1523,94,154,0,0,0,0,20,3201,112,0,0,0,151,0,587,0,270,577,0,0,79,953,124,0,0,10,1553,227,1715,0,0,0,0,29,362,955,0,0,335,435,172,584,325,442,"[0, 0, 0, 240, 91, 140, 45, 9, 0, 120, 0, 0, 0, 0, 0, 60, 24, 0, 0, 30, 0, 0, 34, 130, 153, 0, 344, 223, 76, 0, 0, 93, 168, 0, 104, 0, 0, 0, 5, 6, 0, 0, 0, 121, 0, 285, 0, 310, 140, 18, 0, 0, 0, 307, 0, 0, 470, 128, 1182, 0, 1405, 124, 0, 35, 0, 50, 246, 1523, 94, 154, 0, 0, 0, 0, 20, 3201, 112, 0, 0, 0, 151, 0, 587, 0, 270, 577, 0, 0, 79, 953, 124, 0, 0, 10, 1553, 227, 1715, 0, 0, 0, 0, 29, 362, 955, 0, 0, 335, 435, 172, 584, 325, 442]"
2021-03-20,E7EEQIEOV,0,0,0,0,0,0,0,0,0,0,0,0,60,0,47,0,0,0,0,29,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,171,347,0,20,0,0,50,0,829,0,0,0,3,0,0,0,0,23,17,0,0,0,0,288,37,0,7,19,0,268,0,62,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 47, 0, 0, 0, 0, 29, 0, 0, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 171, 347, 0, 20, 0, 0, 50, 0, 829, 0, 0, 0, 3, 0, 0, 0, 0, 23, 17, 0, 0, 0, 0, 288, 37, 0, 7, 19, 0, 268, 0, 62, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-21,IHNGBZ4G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,R8CI0EGMO,617,202,46,74,54,73,1049,4915,207,398,5936,5689,216,1174,332,145,586,147,202,359,149,0,168,4116,835,3061,105,5610,6036,198,2928,2598,3065,705,209,0,356,1641,1219,1019,0,191,403,56,431,276,1130,4017,0,69,1355,267,2781,1528,877,0,490,964,228,574,2592,145,1552,40,228,103,116,2648,1976,12483,241,923,221,561,0,994,87,1733,187,0,332,233,31,267,324,387,680,1637,105,646,277,182,208,757,470,167,0,135,7499,2897,10428,548,2564,3551,376,276,364,6172,0,629,1157,490,"[617, 202, 46, 74, 54, 73, 1049, 4915, 207, 398, 5936, 5689, 216, 1174, 332, 145, 586, 147, 202, 359, 149, 0, 168, 4116, 835, 3061, 105, 5610, 6036, 198, 2928, 2598, 3065, 705, 209, 0, 356, 1641, 1219, 1019, 0, 191, 403, 56, 431, 276, 1130, 4017, 0, 69, 1355, 267, 2781, 1528, 877, 0, 490, 964, 228, 574, 2592, 145, 1552, 40, 228, 103, 116, 2648, 1976, 12483, 241, 923, 221, 561, 0, 994, 87, 1733, 187, 0, 332, 233, 31, 267, 324, 387, 680, 1637, 105, 646, 277, 182, 208, 757, 470, 167, 0, 135, 7499, 2897, 10428, 548, 2564, 3551, 376, 276, 364, 6172, 0, 629, 1157, 490]"
2021-03-20,FWJ1GB40T,0,0,0,0,0,0,0,0,0,0,975,0,0,2435,3104,0,0,92,2992,1820,5068,0,24,770,0,301,767,1217,0,0,4021,0,2077,6375,1677,0,0,0,7569,1024,0,1176,0,0,0,2573,0,0,0,0,61,205,1740,0,2006,0,1081,3361,0,0,1184,0,1343,1306,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 975, 0, 0, 2435, 3104, 0, 0, 92, 2992, 1820, 5068, 0, 24, 770, 0, 301, 767, 1217, 0, 0, 4021, 0, 2077, 6375, 1677, 0, 0, 0, 7569, 1024, 0, 1176, 0, 0, 0, 2573, 0, 0, 0, 0, 61, 205, 1740, 0, 2006, 0, 1081, 3361, 0, 0, 1184, 0, 1343, 1306, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,9RFJU57JW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,N0LLHMD2F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,VP6XEW1BC,0,0,120,0,153,0,0,0,0,0,0,0,0,0,0,0,0,148,0,821,0,0,0,0,14,28,0,0,0,0,0,0,465,0,0,0,0,0,28,129,317,0,0,0,0,0,0,212,0,0,3014,62,0,0,0,0,0,0,0,2534,0,0,13,0,0,0,28,0,9,0,0,2740,496,547,0,0,0,0,2141,0,0,0,0,0,0,0,173,0,0,0,0,134,411,0,0,57,0,0,0,0,0,0,0,0,151,634,1368,0,0,0,0,0,"[0, 0, 120, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 821, 0, 0, 0, 0, 14, 28, 0, 0, 0, 0, 0, 0, 465, 0, 0, 0, 0, 0, 28, 129, 317, 0, 0, 0, 0, 0, 0, 212, 0, 0, 3014, 62, 0, 0, 0, 0, 0, 0, 0, 2534, 0, 0, 13, 0, 0, 0, 28, 0, 9, 0, 0, 2740, 496, 547, 0, 0, 0, 0, 2141, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 134, 411, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 151, 634, 1368, 0, 0, 0, 0, 0]"
2021-03-20,4MZ7HDQ5Y,118,4,899,719,80,0,0,324,58,24,50,205,122,0,336,327,302,0,459,0,1013,296,30,129,475,415,2785,77,170,195,97,223,14,67,213,242,6,1249,112,49,1149,13206,84,28,219,18,0,494,0,113,147,30,0,114,0,31,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[118, 4, 899, 719, 80, 0, 0, 324, 58, 24, 50, 205, 122, 0, 336, 327, 302, 0, 459, 0, 1013, 296, 30, 129, 475, 415, 2785, 77, 170, 195, 97, 223, 14, 67, 213, 242, 6, 1249, 112, 49, 1149, 13206, 84, 28, 219, 18, 0, 494, 0, 113, 147, 30, 0, 114, 0, 31, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2021-03-20,CN0MZ8SVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
